Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
9630000,1.3043998,501.54237288135596,198.8864,804.7572633932376,804.7572633932376,337.64044,0.02103803,0.00015573332,0.15191105,0.0026003623,1.0
9660000,1.3041044,559.8679245283018,201.07889,866.6076519577591,866.6076519577591,264.96347,0.019890657,0.00015525549,0.15175182,0.002592415,1.0
9690000,1.3041528,620.5833333333334,222.33022,989.579101378719,989.579101378719,329.96457,0.020522423,0.00015494222,0.15164739,0.0025872046,1.0
9720000,1.3041685,723.6190476190476,243.49858,1159.4536610543728,1159.4536610543728,240.74243,0.022411522,0.00015447389,0.15149127,0.0025794152,1.0
9750000,1.3041339,591.94,231.25609,959.2933905816078,959.2933905816078,297.80603,0.021990329,0.00015399775,0.15133254,0.0025714943,1.0
9780000,1.3040825,700.6046511627907,256.28378,1097.68265932937,1097.68265932937,391.38617,0.02397136,0.00015353106,0.15117699,0.0025637327,1.0
9810000,1.3039544,608.6326530612245,226.61581,972.9771286176175,972.9771286176175,318.51074,0.023886744,0.00015306301,0.15102099,0.0025559468,1.0
9840000,1.3037143,527.7586206896551,207.57405,835.151330876967,835.151330876967,400.37015,0.018591948,0.00015259309,0.15086433,0.0025481307,1.0
9870000,1.3037326,637.1304347826087,235.48178,1021.8907785467479,1021.8907785467479,339.66785,0.017000265,0.00015211894,0.15070629,0.0025402445,1.0
9900000,1.3035524,732.8333333333334,242.86156,1178.4007918891452,1178.4007918891452,219.03313,0.021456664,0.00015180014,0.15060002,0.0025349413,1.0
9930000,1.3034489,634.5106382978723,231.83559,1015.4883023500443,1015.4883023500443,194.92572,0.022588192,0.00015132791,0.15044262,0.002527086,1.0
9960000,1.3033499,546.8703703703703,189.18678,874.1191308586685,874.1191308586685,339.36465,0.020179251,0.00015085703,0.15028568,0.0025192546,1.0
9990000,1.3032118,676.2954545454545,243.04839,1090.520459722389,1090.520459722389,257.31198,0.019695438,0.0001503876,0.1501292,0.0025114461,1.0
10020000,1.3030907,709.8139534883721,245.92737,1147.0761604780375,1147.0761604780375,119.083565,0.027956702,0.0001499203,0.14997342,0.0025036733,1.0
10050000,1.3030053,805.1621621621622,278.87192,1312.0672326506794,1312.0672326506794,223.32468,0.024753362,0.00014944673,0.14981556,0.0024957964,1.0
10080000,1.3029212,572.3076923076923,209.20453,923.5311932174059,923.5311932174059,402.10028,0.016933832,0.00014897059,0.14965682,0.002487876,1.0
10110000,1.3028393,807.3513513513514,276.06573,1331.8040990378406,1331.8040990378406,173.84444,0.014648556,0.00014866058,0.1495535,0.0024827202,1.0
10140000,1.3026036,790.0526315789474,278.5378,1297.5317884526755,1297.5317884526755,153.93576,0.021399215,0.00014819019,0.14939672,0.002474896,1.0
10170000,1.302484,617.9791666666666,239.89836,998.2210064815978,998.2210064815978,457.3513,0.020318264,0.00014771399,0.14923798,0.0024669755,1.0
10200000,1.3022437,584.8076923076923,232.90797,955.1078249628728,955.1078249628728,373.49072,0.0200588,0.00014723686,0.14907895,0.0024590383,1.0
